         9712416 function calls (9098865 primitive calls) in 55.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2045    0.005    0.000    0.164    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\nest_util.py:922(_tf_data_pack_sequence_as)
     2160    0.004    0.000    0.163    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:518(_make_validated_mono_param)
        5    0.000    0.000    0.161    0.032 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\src\gnn\gnn_model.py:7(__init__)
353972/353911    0.101    0.000    0.160    0.000 {built-in method builtins.getattr}
     1077    0.007    0.000    0.158    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\frame.py:4062(__getitem__)
       50    0.001    0.000    0.155    0.003 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\generic.py:3797(to_csv)
       15    0.001    0.000    0.153    0.010 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\nn\conv\message_passing.py:110(__init__)
      739    0.004    0.000    0.152    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:1384(__init__)
       50    0.001    0.000    0.151    0.003 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\format.py:965(to_csv)
      748    0.003    0.000    0.149    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:1266(__init__)
      200    0.000    0.000    0.148    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\modules\module.py:2849(eval)
14400/200    0.027    0.000    0.148    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\modules\module.py:2827(train)
18694/12891    0.011    0.000    0.147    0.000 C:\Users\ompar\anaconda3\Lib\contextlib.py:132(__enter__)
       50    0.000    0.000    0.147    0.003 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\csvs.py:246(save)
       15    0.000    0.000    0.141    0.009 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\nn\conv\message_passing.py:926(_set_jittable_templates)
176951/32923    0.082    0.000    0.140    0.000 {built-in method builtins.hash}
      140    0.000    0.000    0.140    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\tensor_conversion.py:96(convert_to_tensor_v2_with_dispatch)
     1600    0.006    0.000    0.134    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexing.py:1689(_getitem_tuple)
        2    0.000    0.000    0.131    0.065 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\template.py:10(module_from_template)
      400    0.006    0.000    0.125    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\format.py:776(_get_formatted_column_labels)
      748    0.002    0.000    0.124    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:1803(inaxes)
    22887    0.020    0.000    0.123    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\_config\config.py:145(_get_option)
      200    0.001    0.000    0.123    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\metrics\pairwise.py:1686(cosine_similarity)
5349/5155    0.032    0.000    0.121    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:2497(_signature_from_callable)
      140    0.000    0.000    0.120    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\tensor_conversion.py:166(convert_to_tensor_v2)
      748    0.002    0.000    0.120    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\patches.py:179(contains_point)
    14381    0.030    0.000    0.120    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:1841(getattr_static)
      110    0.000    0.000    0.119    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:2986(with_options)
     5605    0.003    0.000    0.119    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\constant_op.py:297(_constant_eager_impl)
      110    0.002    0.000    0.119    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:4900(__init__)
     6730    0.011    0.000    0.119    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:448(__eq__)
     5000    0.004    0.000    0.117    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:3077(from_callable)
     5605    0.107    0.000    0.117    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\constant_op.py:75(convert_to_eager_tensor)
      200    0.014    0.000    0.116    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\nn\pool\select\topk.py:118(forward)
     1200    0.009    0.000    0.116    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\strings\accessor.py:255(_wrap_result)
3540/1770    0.009    0.000    0.115    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\nest_util.py:584(_tf_data_packed_nest_with_indices)
     8741    0.008    0.000    0.114    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:7593(ensure_index)
      739    0.002    0.000    0.112    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:2929(_mouse_event_to_message)
     1279    0.018    0.000    0.111    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\validation.py:736(check_array)
     1594    0.017    0.000    0.110    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:475(__new__)
     4664    0.004    0.000    0.110    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:3339(signature)
      486    0.001    0.000    0.110    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:4054(format_coord)
    18517    0.010    0.000    0.109    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\_config\config.py:273(__call__)
       50    0.000    0.000    0.109    0.002 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\csvs.py:272(_save)
       50    0.002    0.000    0.107    0.002 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\csvs.py:305(_save_body)
     1602    0.006    0.000    0.107    0.000 {method 'pop' of 'collections.OrderedDict' objects}
      124    0.001    0.000    0.105    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:813(_read_variable_op)
    17620    0.039    0.000    0.105    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\modules\module.py:1935(__setattr__)
     2131    0.010    0.000    0.105    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\tf_decorator.py:115(make_decorator)
     8836    0.022    0.000    0.105    0.000 C:\Users\ompar\anaconda3\Lib\typing.py:1899(__instancecheck__)
        4    0.000    0.000    0.105    0.026 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\environment.py:981(get_template)
        4    0.000    0.000    0.105    0.026 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\environment.py:956(_load_template)
        4    0.000    0.000    0.105    0.026 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\loaders.py:107(load)
      200    0.001    0.000    0.105    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\series.py:4620(map)
       50    0.037    0.001    0.104    0.002 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\csvs.py:315(_save_chunk)
        4    0.000    0.000    0.103    0.026 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\environment.py:731(compile)
     4000    0.012    0.000    0.103    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\modules\batchnorm.py:159(forward)
      701    0.102    0.000    0.102    0.000 {built-in method torch.ones}
15077/15037    0.011    0.000    0.102    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
     4202    0.016    0.000    0.102    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\format.py:1726(_make_fixed_width)
     1627    0.004    0.000    0.101    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\func_graph.py:442(as_default)
      124    0.000    0.000    0.100    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:828(read_and_set_handle)
    34/18    0.000    0.000    0.100    0.006 <frozen importlib._bootstrap_external>:989(exec_module)
      124    0.000    0.000    0.099    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\gen_resource_variable_ops.py:562(read_variable_op)
      972    0.016    0.000    0.099    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:664(format_data_short)
     1605    0.011    0.000    0.098    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:372(unpack_inputs)
     2080    0.006    0.000    0.098    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexing.py:1719(_getitem_axis)
     6950    0.013    0.000    0.098    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:146(__eq__)
    46/19    0.000    0.000    0.098    0.005 <frozen importlib._bootstrap>:1349(_find_and_load)
    45/18    0.000    0.000    0.097    0.005 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
1902/1900    0.086    0.000    0.096    0.000 {method 'call' of '_tkinter.tkapp' objects}
10482/4849    0.008    0.000    0.096    0.000 {method 'join' of 'str' objects}
8529/3684    0.003    0.000    0.095    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\trace_type\trace_type_builder.py:170(<genexpr>)
      631    0.004    0.000    0.095    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\internals\managers.py:317(apply)
      200    0.080    0.000    0.094    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:222(read)
     1600    0.009    0.000    0.094    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexing.py:1032(_getitem_lowerdim)
   112/29    0.000    0.000    0.094    0.003 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        4    0.000    0.000    0.093    0.023 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\distributions.py:298(_compute_univariate_density)
      109    0.000    0.000    0.092    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:2374(_dense_var_to_tensor)
      110    0.000    0.000    0.092    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:1240(prefetch)
    37/17    0.000    0.000    0.092    0.005 <frozen importlib._bootstrap>:911(_load_unlocked)
      110    0.000    0.000    0.092    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\prefetch_op.py:24(_prefetch)
      510    0.086    0.000    0.092    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\serialization.py:1762(load_tensor)
      110    0.001    0.000    0.092    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\prefetch_op.py:34(__init__)
      222    0.001    0.000    0.091    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\array_ops.py:253(identity)
      109    0.000    0.000    0.091    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1612(_dense_var_to_tensor)
      200    0.001    0.000    0.090    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\base.py:891(_map_values)
       10    0.000    0.000    0.089    0.009 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\nn\conv\gcn_conv.py:178(__init__)
     1627    0.002    0.000    0.089    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\tf_contextlib.py:26(contextmanager)
      200    0.002    0.000    0.089    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\algorithms.py:1667(map_array)
     5118    0.014    0.000    0.088    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\nest_util.py:174(sequence_like)
1784/1777    0.002    0.000    0.088    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:348(to_tensors)
      222    0.001    0.000    0.088    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\gen_array_ops.py:5034(identity)
     1501    0.012    0.000    0.088    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\format.py:1805(_trim_zeros_float)
        4    0.000    0.000    0.088    0.022 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\_statistics.py:190(__call__)
        4    0.000    0.000    0.088    0.022 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\_statistics.py:148(_eval_univariate)
      400    0.002    0.000    0.087    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\series.py:607(_init_dict)
5175/1777    0.008    0.000    0.086    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:256(to_tensors)
    22/16    0.000    0.000    0.086    0.005 {built-in method builtins.__import__}
       52    0.000    0.000    0.086    0.002 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\variables.py:1223(<lambda>)
